row_id,mz,rt.min
7869,730.4889,2.8965
3226,834.6146,2.942
67218,800.7061,19.2964
42523,712.2705,11.1342
56791,184.9822,16.3534
4253,873.5824,3.0131
70367,510.6761,21.1948
43064,279.0601,11.1319
31334,124.0393,8.1207
22819,421.1735,6.8598
28612,255.1374,7.7605
70811,436.7256,21.4062
2861,727.1435,2.8406
19312,203.1389,7.1232
62986,1016.6721,18.607
70409,554.6543,21.1886
52091,330.0732,14.2115
4234,684.2029,2.9667
45645,205.0972,12.1056
28291,428.2053,8.4166
55825,657.1825,15.8837
61131,679.1127,17.4023
33548,825.1972,8.367
6818,1222.849,2.9911
17578,385.2444,5.4719
4117,611.1843,2.9457
34943,847.1789,8.3809
61457,308.9724,18.6005
55717,723.1278,15.9128
54683,239.1061,14.49
3272,1200.7761,2.9923
10154,768.5902,3.3599
68388,284.8795,19.5351
45473,339.0622,12.3814
70273,974.4091,21.4078
27447,217.1546,5.9986
49497,590.1689,13.6343
2734,788.4808,2.9323
71526,356.856,20.9411
60520,737.0934,16.9982
46936,398.184,12.8866
31631,446.1625,8.5705
12169,372.1007,3.1103
71936,317.1765,22.7604
59311,454.9291,17.5918
70767,460.7442,21.4058
60510,764.7392,19.174
35180,283.1325,8.2998
5643,702.442,3.4299
7903,857.3603,3.6023
42696,738.2073,11.3539
60864,650.0338,17.4281
33561,624.1899,8.3677
70883,160.9012,21.4391
56646,184.9797,16.2814
3682,527.3583,3.0606
13052,495.1642,4.0608
62015,328.8598,18.3822
70410,652.6128,21.0957
31168,981.6368,8.1088
3748,1158.788,3.1805
30244,430.1368,8.3467
70168,636.6514,21.3828
54533,633.0845,15.4439
36611,187.1077,11.7657
61201,468.9237,17.8037
50496,385.1287,13.5808
26841,250.8919,8.1482
6944,965.6627,4.0804
20656,187.1077,7.5358
56207,248.1606,16.0937
49542,388.2301,13.6624
3254,815.2141,2.8875
57132,218.1499,16.4216
53023,196.0693,14.8626
16938,453.3435,4.782
53004,243.1089,14.1717
69438,266.8718,21.6338
54981,255.9786,16.5388
25535,255.1493,6.962
38416,181.0097,10.6749
51339,136.0756,13.7533
4778,838.6393,3.0045
60060,769.1874,17.924
52442,238.0745,14.8557
2279,634.4525,3.0726
37009,166.086,10.1845
45556,234.077,12.3525
32580,269.1075,8.9753
71942,463.2821,22.1429
61918,1175.3694,18.0095
70753,696.5761,21.3549
61168,130.0974,16.3702
72205,403.0474,22.8675
55502,404.0651,16.0476
2399,224.067,2.8752
45156,303.9032,13.0562
48144,328.063,13.2268
69879,754.5563,21.1005
57839,658.7749,19.0928
15691,313.1548,4.0772
70071,796.541,21.2366
29105,571.3932,7.8404
52035,491.1799,14.521
59468,870.7034,19.1549
47452,157.0419,12.8909
52711,352.0422,14.3667
46049,555.27,12.4826
58752,877.0717,16.0601
26080,267.1341,6.3886
14880,247.1654,4.3486
55871,701.1331,15.7455
1893,1247.7592,2.8184
49924,247.129,13.7728
57956,272.0374,16.043
55061,245.1133,15.7777
10320,607.3913,2.9502
53210,274.1875,13.5411
41260,132.1017,10.9793
49558,429.1009,13.7728
41017,737.2738,10.9455
69287,184.9231,19.6863
57642,510.9486,16.4133
57730,383.0025,16.6129
3384,752.6037,2.9566
52745,695.0719,14.5997
60136,576.1933,15.6313
4046,79.0542,3.4968
26566,205.0641,7.4981
72087,503.0056,22.5472
56665,346.9783,16.5474
56189,155.0428,16.1625
3727,385.2584,3.2867
40130,1668.1986,11.1483
60077,672.9066,17.3475
3866,1014.6727,3.0107
52762,892.2093,14.5368
39041,86.0964,10.9573
39391,754.2382,11.1233
49835,327.1585,12.7356
54338,402.0891,15.1732
2197,1200.7623,3.0417
66949,328.8503,20.2317
6151,808.5846,3.1875
70358,814.5053,21.2495
18542,354.2,5.1048
58873,544.9189,17.4192
55796,671.2213,15.9929
58769,313.0296,16.9213
70167,634.6137,21.2044
21957,317.1108,6.3988
29876,142.0863,8.172
45487,127.0502,12.5147
10441,219.1227,3.8412
70221,428.7123,21.3447
61071,669.0936,17.0705
25516,131.0161,7.3783
70390,850.4813,21.1242
35763,348.0157,9.9002
3332,700.2342,3.0407
52345,234.9178,14.7811
70318,690.5684,21.2207
9439,939.5956,2.9252
66947,306.8671,19.7017
27441,521.2254,7.9337
73135,259.0791,23.0671
39187,499.1755,11.0771
696,564.359,4.1391
71945,625.2158,22.4484
26974,223.1077,7.1178
33469,389.1741,8.3244
2980,704.1928,2.9208
55970,231.0976,15.9748
68711,131.1178,18.8372
62668,390.046,17.1094
61629,328.8562,18.2036
3313,776.2324,2.8904
1,663.4535,2.9494
2901,613.1642,2.8823
55935,619.0749,15.9689
46276,215.139,12.4238
60170,284.8951,18.2182
43450,295.0505,11.8247
44632,191.1026,11.9079
28077,435.0841,8.3752
58920,305.0064,16.9301
61079,759.0182,16.3985
61307,368.1128,16.3075
17981,261.131,4.9989
45292,531.8241,12.3697
2637,754.6192,2.9836
60650,305.001,17.2853
59909,302.9756,16.4549
29627,827.1936,8.3829
25558,124.1121,6.558
71434,274.9944,23.5242
26968,120.0654,7.4407
70190,866.4547,20.9135
60100,759.0751,16.962
4115,380.2794,3.2727
47891,446.081,12.9644
62736,1118.6006,19.2793
70032,356.7842,21.3682
72058,147.1141,22.9154
3853,643.4326,3.1605
17966,80.0494,5.0127
8825,536.5404,3.2344
27248,672.1875,7.8547
26620,633.0783,8.0058
60656,446.9467,16.8531
3608,963.5653,3.2927
51083,911.1138,14.0501
14159,355.07,3.0731
56940,325.1664,15.5266
34024,668.154,8.435
61436,1093.2965,17.4124
38174,376.2593,9.9806
42517,548.3714,9.7049
59165,462.9547,16.2418
55714,509.0401,15.9268
5706,832.5847,3.1413
2154,1035.5873,3.1086
54933,600.2092,15.332
44247,428.2057,11.2889
23800,554.2077,6.8371
4492,935.3909,3.0869
60408,408.0344,16.0942
70536,614.6431,21.252
70481,730.5224,21.2688
63872,274.9148,18.9868
56625,290.9442,16.2713
58069,527.1686,16.2123
40675,753.2587,11.0906
73126,197.1047,23.6403
69302,180.906,19.9979
47006,124.0999,12.9298
47116,481.1961,11.1974
32517,312.1111,8.967
30442,455.217,8.3906
47191,354.1771,11.654
40108,745.2713,11.1216
46065,315.0851,12.6583
3955,115.0753,4.0141
49117,275.1352,13.6595
53973,417.1429,15.3927
23438,384.174,6.7235
61063,346.1328,17.7542
9323,335.2582,3.4942
22836,319.124,6.2558
58440,360.9963,16.9958
34607,391.1196,8.2895
12187,877.3494,3.3829
30655,416.1517,8.4387
61825,482.823,18.6704
71374,274.9105,20.6605
33248,841.2284,8.4083
33241,387.2713,9.4308
4573,591.5713,2.9238
69972,592.6223,21.1798
65167,1385.7041,19.0997
47832,368.1663,12.8201
50866,581.1403,14.2556
12326,399.358,3.8915
21548,297.1422,5.884
28950,248.0354,7.773
43994,472.1639,11.158
69351,72.0807,20.5686
70243,630.6044,21.3567
47179,231.0976,12.9899
67757,284.8932,18.5608
57778,574.0943,16.49
58655,587.0126,16.8203
66126,1158.5913,19.3091
60637,565.0306,16.9421
3860,787.5396,2.8755
47156,227.0793,12.9433
29329,477.199,8.5014
3728,707.3987,3.8857
70868,420.867,19.8668
44122,212.0329,11.9693
38670,250.1286,10.5683
61264,887.01,16.7814
71959,673.0622,22.7585
65803,348.0463,19.6792
56664,340.0055,15.4085
26580,650.2055,7.8842
56301,395.161,15.3799
11830,897.6579,3.8045
51661,537.1951,14.5243
4049,944.7545,3.1663
28312,146.027,8.0549
63690,976.6792,19.0987
9771,554.176,3.2
72182,129.1048,23.6586
34535,171.0764,9.547
65251,679.9161,19.019
49094,485.2752,13.578
27208,211.0789,7.7746
64313,504.8424,18.7198
71940,353.1473,22.6928
26128,318.9505,7.5152
56703,134.0811,15.8004
3968,1175.7417,2.9667
60210,447.0276,17.2979
3599,686.4841,2.9475
3736,752.5096,3.1505
38442,160.0248,10.6755
70510,658.6205,21.3554
60258,781.0571,16.9119
59544,544.7804,17.9363
8648,1236.8473,2.918
64490,522.8059,19.3652
9510,811.55,3.4779
19647,762.5281,2.9675
57421,368.0277,15.7987
34529,136.0396,9.6286
42421,716.225,11.3226
52032,469.0085,14.6792
51631,473.1694,14.5019
5510,1212.7897,2.939
28778,376.2593,8.0561
58985,241.0312,16.9975
15410,181.0494,3.2813
61124,613.1667,16.7529
33146,869.1609,8.43
42114,429.1335,10.59
70684,478.7164,21.3853
32529,427.1177,8.1222
3117,915.5981,2.9606
5189,1221.7546,2.9963
70825,314.7876,21.4039
37209,167.0895,10.2626
14759,885.3679,2.9084
25102,723.4582,7.2815
27423,525.2589,7.8204
53755,755.2534,15.4214
71909,367.1783,22.6045
56662,317.0398,15.5101
55662,659.1716,16.2094
57701,507.1327,16.1403
4935,671.4308,3.1429
67609,1113.632,19.1795
32977,376.2012,8.7491
30195,730.1668,8.3588
64319,719.9087,19.0465
25452,607.3447,6.506
9669,722.508,3.0785
5873,443.3884,3.0004
58727,285.0292,16.2626
60264,469.0096,17.4279
70619,306.8583,21.2542
52783,672.0927,14.7605
48291,473.1792,11.229
60209,435.0017,17.2751
71937,331.1654,22.8813
22000,439.1621,6.9787
65717,308.978,18.7753
70216,892.4529,21.1456
9842,878.7436,3.3065
46442,261.088,11.1494
28027,680.1534,8.3029
48132,594.1587,12.3504
53805,550.2057,15.3413
4413,520.509,2.9922
57367,401.1058,15.6453
50862,1349.2072,13.932
63402,252.9334,18.9824
50884,686.0982,14.1956
61109,679.105,17.7563
33770,268.1327,7.7767
61169,715.0384,17.6848
61224,579.1959,17.7794
58777,321.0074,16.7229
19540,852.5515,3.1308
53264,162.1124,13.6705
2903,706.1719,2.9137
70459,514.7002,21.3215
18843,680.4804,2.9709
5062,599.3793,3.4662
70154,372.7584,21.1998
54146,495.1206,15.4493
3731,713.4778,2.9151
55997,482.1155,15.9894
55789,635.2005,16.0617
72003,695.0438,22.8861
34609,570.3553,8.7035
42167,196.0638,10.8782
5068,630.1923,2.894
46138,432.2084,12.4658
37697,637.3553,10.4973
66796,1268.5811,19.1424
6456,550.5561,3.1698
8329,612.1639,2.9083
26998,360.0076,7.8245
9070,299.0618,3.1054
58366,324.0366,16.8604
13137,172.0967,4.2918
2488,611.1687,2.8629
11329,297.0826,3.2097
3010,537.1498,2.785
37151,584.172,10.1657
30250,430.1311,8.4191
69701,372.8932,19.5453
42603,921.3622,11.1366
7636,349.2372,3.3773
35592,261.0905,9.8225
47836,494.1578,11.1414
7982,858.7179,3.476
43912,526.8434,12.8295
2690,622.4829,2.8329
53528,511.0966,15.5632
70800,338.806,21.4167
47582,116.071,13.1598
37870,662.2033,8.7375
66544,770.7012,19.3194
3406,605.4563,2.9213
47337,374.1868,12.8098
41732,271.1437,12.7819
24442,227.1754,5.4486
23723,326.1709,6.6127
48200,284.0992,12.8982
59661,568.9322,17.0942
34053,335.0691,9.407
62328,1337.4221,18.2185
52778,309.0906,14.9896
51940,303.1777,16.5049
27285,259.1079,7.4357
70052,630.6115,21.7464
10408,631.4932,3.0629
49929,234.1085,13.7097
42158,88.0757,12.3735
62957,142.9385,19.3902
51660,515.2131,14.5258
70398,974.42,21.0313
3496,532.3747,3.3284
32357,507.2539,8.0413
47192,233.0874,12.9174
70031,354.784,20.9319
2419,1082.6929,2.9204
54174,388.0579,15.6027
5393,1546.9145,3.3251
51646,748.2826,14.5236
69971,578.6447,21.1141
40977,793.205,11.1477
46426,218.1136,12.8258
69965,454.7064,21.1189
18568,220.1002,5.1767
50087,134.0811,13.9407
45633,297.1592,10.925
50624,306.081,13.2102
49603,182.0809,13.7471
10345,590.3219,3.7211
71308,486.8389,20.2188
61078,715.0536,16.5187
59905,245.0593,17.0509
69138,88.0869,20.1524
58736,565.0428,16.2012
52154,204.0979,13.6489
3657,1040.7315,3.0205
68714,142.948,19.7305
21450,410.3416,3.3491
32974,414.1902,8.3969
24409,393.2859,6.3313
52841,331.0701,15.7864
6615,724.3304,3.4469
67190,284.885,18.6951
38435,159.0275,10.6868
63410,804.7508,18.7415
42970,291.0695,11.8073
4185,1036.772,3.022
4057,1342.9265,2.9314
3412,609.4113,3.0049
54383,375.0902,15.5067
70157,494.7004,21.2913
38182,361.1428,10.2341
65498,804.7318,19.1653
44239,152.0567,12.9599
51679,493.1757,14.5259
3743,748.515,3.1238
70290,836.4866,21.2255
51409,338.1824,14.4755
60719,176.1027,16.1219
3091,1225.7952,2.8966
71119,396.8483,20.7582
44139,446.2244,10.3451
33222,134.027,9.1449
44520,343.0602,12.4867
63684,716.7424,19.4154
62932,372.8681,18.4746
27657,425.1385,7.787
56473,400.0638,16.0586
30679,235.0745,9.9444
66537,350.8698,19.3728
53961,339.1077,15.7716
6584,376.2592,3.2347
55212,264.014,15.4315
8496,237.1235,4.3258
71095,354.8953,20.0632
43589,133.0317,11.8929
31017,512.2386,8.3946
72005,169.0947,22.7457
2517,686.463,2.8897
7970,1009.6895,3.5678
49261,313.0911,13.5945
15289,981.6371,4.0723
46048,152.0681,12.6973
2813,762.1796,2.9222
34674,136.0744,9.6089
16718,780.5384,2.9816
40857,771.2229,11.1278
49272,205.1183,12.9292
30549,290.8844,8.7323
71461,116.0706,22.2361
17416,601.5192,2.9302
61082,821.0633,16.2538
2001,997.5175,2.8284
72303,144.9273,21.2803
52834,694.0746,14.9063
32848,382.0576,7.3994
70195,928.4564,21.2082
4068,738.5881,3.0236
2876,527.3005,2.9058
52481,564.0504,14.219
34800,863.2103,8.4324
68823,156.0796,20.7782
68671,270.885,19.3821
60777,424.9648,18.4719
28659,276.1344,8.3027
26202,294.036,7.8344
57473,102.0549,15.3722
54909,289.0796,15.4697
36894,326.1114,10.2861
53503,444.8868,15.2852
70396,914.4803,21.1572
12395,479.1905,4.1218
50664,320.0911,14.0777
34434,463.1605,8.9506
70323,768.5166,20.928
20857,116.0165,5.7872
54076,285.996,15.4249
26908,249.035,7.8041
72025,307.0514,22.7704
32378,223.1078,7.9228
27163,716.1512,7.8487
71502,133.0997,22.0571
15067,444.332,3.5841
4923,1116.7335,2.917
15610,330.2388,4.2168
32428,1064.2176,8.426
57716,348.9914,16.5351
50860,348.0703,14.1909
70272,958.4349,21.3508
59344,564.7553,17.2674
27041,420.1508,7.6082
72040,503.0082,22.7517
26107,170.9698,7.5138
47473,214.0427,12.646
6344,729.2905,2.9837
17589,313.2163,3.4175
16644,281.0956,4.6282
15991,141.1022,4.8651
51655,384.0656,14.523
55663,497.0719,15.9558
72012,425.021,22.7731
70341,914.4609,21.2708
3023,898.5903,2.9156
70616,290.8844,21.0677
70664,184.9199,21.302
49771,183.0781,13.7292
55705,679.164,15.9982
25397,107.0855,6.7149
64515,544.8359,19.7499
20539,398.1896,5.6191
2801,741.1953,2.8874
52186,534.0628,14.7397
71064,552.8109,20.0165
4269,587.4449,2.998
26096,364.0914,7.5187
58588,565.0358,16.0377
6560,393.2858,3.2456
27269,457.1074,7.7726
39759,198.0873,10.7677
40178,1041.3293,11.0887
56165,120.0654,15.2152
3821,407.2406,4.0069
45940,492.2225,12.6781
71088,306.8638,21.0431
54915,276.1667,15.9233
71951,315.1878,22.7464
7009,1347.896,2.9677
20458,821.466,5.4717
58820,304.1616,16.9057
55501,358.1221,16.2371
9088,536.1656,2.9391
10284,321.206,3.5884
13133,621.301,3.4876
49491,610.1622,13.525
70751,316.7856,21.3911
60371,321.074,15.926
70151,316.7917,21.1851
22109,354.1634,6.0058
7612,804.6093,3.2649
18529,648.38,4.0252
39582,149.0597,10.2656
4556,521.5124,2.9923
7922,800.6161,3.521
24092,358.2072,5.7313
3177,513.3429,3.3055
70041,492.6984,21.0839
70701,698.5744,21.375
10612,647.5034,2.9143
60166,293.0846,16.9497
54853,389.1212,15.4045
45090,201.0247,12.1725
27958,366.169,8.2436
10448,324.217,3.6437
4797,1348.8995,2.9635
72002,191.0767,22.7679
58256,357.0557,16.8386
4529,411.3257,3.2773
13130,565.3624,3.9304
65148,274.9105,19.1325
66870,142.9405,19.0903
55432,360.15,15.8524
57668,164.0103,16.506
56429,401.0481,16.1517
41311,112.0757,10.0249
43593,152.0541,11.894
23887,249.1268,5.6641
40625,1829.7598,10.9274
70369,552.6661,21.096
58269,335.0739,16.8422
14627,490.2907,4.1869
60671,261.1559,16.7736
28949,885.1349,8.3812
18827,220.0968,5.127
27763,367.2258,7.7777
36190,317.1823,8.6777
61119,821.0457,17.6256
12044,207.1591,3.8941
52770,311.0662,13.2124
61172,464.1289,17.5972
2455,581.2383,2.8872
70245,232.845,21.0528
8466,546.4005,3.2456
49559,437.1328,13.694
23527,79.0212,6.7124
4500,891.3652,3.0997
70646,266.8658,21.3276
57793,185.9939,16.354
60812,672.016,17.2259
44715,664.1162,14.1209
55726,216.0632,16.0172
5832,680.3049,3.9603
46807,459.0955,12.9334
55872,708.1585,15.9745
2402,903.3981,2.92
48838,922.4236,13.4356
14657,1194.8169,2.9286
26115,926.8467,7.6465
60378,718.8784,17.4669
16917,263.1426,4.8172
72086,481.0221,22.789
69198,396.8556,19.849
13344,532.3847,3.4308
38433,392.0974,10.6775
26749,674.2031,7.8175
3090,299.0795,2.887
71904,257.9678,24.3359
53096,132.0767,15.2018
15803,702.543,3.5866
69966,492.7025,21.5924
59764,455.0528,17.2496
62363,399.1443,16.4028
26150,358.0833,7.5459
30504,374.2284,8.4809
70261,752.5535,21.0936
8630,323.1853,3.1048
17631,458.2285,4.9283
21331,89.0597,5.731
37664,385.164,8.374
2630,918.6453,2.9104
61073,679.1191,16.6391
61556,522.7985,18.4032
49451,654.1392,13.4794
10610,140.1182,3.6428
47835,370.164,13.3084
3246,732.5467,2.9669
32816,196.0635,8.2923
46705,656.2527,12.1875
33517,242.15,8.7358
21739,438.2323,7.0659
54310,96.9217,15.4657
70173,714.5632,21.0704
71902,629.0981,22.7026
61166,205.0817,15.991
29565,976.2901,8.403
65716,304.0849,19.2215
72857,130.0862,22.8601
37497,175.1077,9.9653
72148,385.0358,22.7705
19815,410.2902,3.8734
70482,934.4453,21.2368
43608,234.0148,11.8968
2234,935.534,2.969
53530,451.0829,13.7141
16115,111.1168,4.1382
38161,643.2718,10.4151
16943,606.488,3.0084
2545,515.3492,2.9348
35029,536.3081,9.6778
44083,394.1695,11.8533
59636,320.9396,16.4555
55703,460.1335,15.9853
69806,560.6742,21.2637
15776,644.4945,3.1584
10327,1070.7207,3.5607
72016,129.1036,22.7626
71906,377.1621,22.7284
67748,688.2274,19.7583
35053,550.335,8.6412
3885,857.4978,3.1225
55359,381.0793,15.9459
55254,347.025,15.8741
55632,209.0532,16.0014
70902,176.8752,21.4515
57359,134.0448,16.1576
56527,467.0535,16.6689
26404,303.0191,7.444
29727,805.1934,8.3201
70174,728.5418,20.9905
56260,178.0086,16.1749
58376,639.0745,15.8094
2943,695.4368,3.1441
61101,713.0429,17.7488
70056,646.5844,20.3722
56932,563.0524,16.1462
8562,345.1806,3.7501
59580,592.8033,19.0788
10629,977.7443,3.3764
59751,433.0707,17.2449
3394,727.5108,3.0616
54372,361.0595,15.5045
26657,215.139,8.7248
46110,548.155,12.7085
54681,146.0924,15.5976
63875,358.8977,18.6888
9802,446.2597,5.1076
40562,477.2043,11.0947
6404,750.6181,2.9423
70030,316.7901,21.1406
36825,89.0709,9.5711
71043,298.8136,21.4324
15259,164.074,4.4314
64027,636.8071,19.3304
70077,852.4696,21.0538
5901,377.3261,3.3671
31572,485.2719,8.094
26114,910.8732,8.0571
58778,326.9855,16.3706
17978,109.1011,3.3805
11930,228.1595,4.0866
62439,1381.3863,18.338
70029,314.7917,20.7898
54358,366.0761,15.4582
58779,382.9821,15.9277
71294,89.1089,20.8008
26155,466.9311,7.4421
2658,620.467,2.9143
50479,897.1861,14.1652
46745,343.8956,14.2259
19547,312.1531,4.9887
55550,387.1906,15.9111
40850,740.2846,11.1294
3328,1081.7158,3.2331
55676,411.1031,15.3937
59498,470.9652,16.0743
53109,350.905,15.0342
12077,832.2406,3.1502
71241,95.0623,21.8909
22003,300.2018,4.7849
47753,237.9733,13.1401
40916,279.0576,11.1159
52810,332.0689,14.9904
47123,341.1035,12.8886
60151,630.9502,17.3766
27196,399.9999,7.8126
5699,1414.8367,3.2491
25054,162.0583,6.8337
46441,398.2136,12.8274
743,371.2276,4.5933
58284,494.9217,17.1346
38798,103.0542,10.318
61259,723.0825,16.3193
5281,1463.8184,3.2138
25941,345.2148,7.6437
2761,885.5467,2.9277
54578,672.1807,15.5455
25282,816.5108,6.8175
66630,306.8519,19.3791
29721,197.067,8.3033
51049,193.0819,14.2317
71944,605.2233,22.6985
54427,192.0243,15.5023
70180,770.5301,21.1114
41006,759.267,11.1365
70708,444.7703,21.3745
6627,729.2879,3.4285
31503,443.149,7.7848
2467,1212.8186,2.9316
55073,89.0709,15.8077
55873,723.1146,15.9406
27455,499.2433,7.8513
63172,164.9204,19.3949
16436,338.3419,3.2014
71943,525.2564,22.4519
2266,1500.9192,2.9704
61330,496.0543,17.8319
55716,701.1457,15.8445
3326,836.5518,2.9422
2562,938.6917,3.0292
11744,610.1841,2.9433
39238,200.0488,9.4561
55739,636.1737,15.9464
26154,320.1275,7.5183
46200,337.0669,12.6152
41823,667.2323,11.4088
9318,1502.8889,3.1478
54148,475.1019,15.6932
4533,960.7499,3.1555
46999,376.2018,12.7971
59076,147.0762,15.6957
5188,1036.7241,3.2615
70196,972.4198,21.2735
34636,331.1184,9.5943
60616,288.9498,16.6234
46148,467.1452,12.5737
48491,389.034,11.2045
55399,454.0937,15.9424
62975,420.8736,17.4869
59055,689.2269,17.6247
40201,1525.2873,11.0746
17120,962.7647,3.3527
35514,241.1218,8.3252
17688,358.1972,5.6085
18835,318.1659,6.652
60355,277.1032,17.4615
32802,429.1334,8.3592
73314,353.9136,24.5405
34215,652.1226,8.4463
45241,485.1969,12.6848
4324,853.2494,2.9658
61456,1079.2628,17.4469
4742,780.1906,2.8898
2717,619.29,2.953
58369,357.0607,15.8006
65720,348.9721,19.2234
3967,827.5471,3.0327
47824,323.0625,11.2266
48196,289.0844,13.2311
57964,427.095,16.6673
23964,256.1756,4.9382
50709,226.0451,13.7161
58788,295.0939,17.5982
31203,713.344,8.5517
69760,338.8096,21.3163
30132,361.9659,8.4146
46094,303.1292,12.6634
64708,372.8965,19.1307
70257,632.6093,21.1534
39325,523.1448,11.0806
71487,115.0866,21.9304
52830,703.09,14.5835
19200,613.4828,3.2286
5919,1282.7574,3.3995
43945,501.1824,11.1348
55237,369.0068,15.8478
6978,502.3741,3.1612
2780,248.059,2.9254
34718,137.0679,9.6361
2196,1244.7518,3.0149
55564,290.0599,15.9773
6252,780.5534,3.1632
38146,421.1735,10.0878
63503,910.722,19.1687
61126,635.1476,18.1952
38529,138.049,10.6784
28188,636.1902,8.2553
14295,1325.9,3.0465
70766,558.664,21.4066
27261,696.1853,8.0031
61267,390.0899,17.819
65086,846.7277,19.1356
58710,595.0413,16.7696
15337,344.2278,4.4868
52685,308.0912,14.9733
70816,542.6902,21.4038
60168,234.1449,16.8698
45889,412.2192,12.594
56524,268.0106,16.2201
58375,617.0933,16.1561
15959,1000.6562,3.2208
55658,531.0221,15.9606
7149,778.2307,2.9164
23724,387.2238,8.0887
58184,554.0534,15.9439
70072,812.5167,21.1141
61663,844.7243,19.1404
59018,96.9573,16.8181
38266,303.1665,10.412
60045,323.0653,16.3982
54662,638.3592,15.4575
40564,715.3033,11.0976
6044,920.7548,3.3182
48628,472.1758,11.1905
59042,208.9385,19.0397
20749,233.0956,5.2721
6867,1208.8325,3.0177
60019,279.0011,16.5768
2715,675.3526,2.9293
29498,588.1729,8.2829
25595,412.2101,7.3388
61159,486.1116,17.9666
47646,376.0393,13.146
39066,277.062,11.1256
38425,138.0428,10.6754
4171,1140.7338,2.9784
55530,280.0921,14.5418
24966,133.0859,5.2349
60643,266.9619,17.2116
42951,240.1031,11.0994
36791,546.1983,9.6772
7431,850.2509,2.9807
53532,424.9125,15.3414
57340,362.9781,16.3308
70306,692.5664,21.1547
49594,165.0545,13.7535
17433,593.3666,4.2047
54140,125.0709,15.0525
2095,776.5732,3.1169
54159,558.1445,14.86
32072,1194.8174,8.3854
52691,543.1578,14.5218
66305,756.726,18.9099
58665,564.8932,17.3036
3420,1343.9299,2.9831
64710,464.8511,19.4314
37895,380.8745,11.0637
46196,605.239,12.6939
61175,695.9535,17.5937
35385,688.1559,9.7764
35224,260.1606,8.4759
21591,431.2499,7.2638
53896,572.1875,15.4054
19048,196.0968,4.8216
4346,950.6337,2.9336
4549,522.5246,2.9935
54790,191.0403,15.6463
52773,330.0608,14.8287
39428,492.2104,10.8523
3024,928.2273,2.9316
31785,405.136,8.216
57973,292.0867,16.8407
60221,652.9321,17.3732
71229,128.9534,20.5081
57295,322.9883,16.0377
51643,513.162,14.5328
60696,313.1045,16.3376
47314,339.0878,12.9278
3396,834.5625,2.9399
69990,936.4619,21.0113
2115,975.5356,2.848
61158,735.0249,17.7588
40166,503.1586,11.1168
62944,1012.6358,19.261
20410,341.1805,5.7267
14578,415.2113,3.4106
58497,608.9946,16.766
60557,566.9007,17.5048
70513,618.6267,21.3327
22619,417.1801,7.0132
49044,507.2573,13.5191
40336,867.2558,11.1687
58906,500.89,16.1756
56460,286.0086,16.2607
72050,285.0695,22.7726
59673,470.9605,16.7249
64053,678.7845,19.1512
10642,336.217,3.6453
26934,440.2502,8.3202
16069,484.3131,4.4312
53791,90.0549,15.4316
27175,295.1653,5.9546
60061,791.1676,16.6966
68550,1140.2791,20.1467
47959,337.0724,13.1789
32749,516.3087,8.7234
46896,299.0954,12.7821
56095,354.0262,16.1598
54327,175.1077,14.3973
61055,854.9837,17.4997
46172,488.128,12.5798
30239,863.1529,8.3834
41937,507.1114,11.1665
3181,583.3631,2.9434
27306,421.1671,7.8358
55995,335.0864,16.0897
44745,447.877,12.26
50892,1033.1613,14.1829
65468,348.0431,19.1902
55775,265.0199,15.9915
43237,155.0452,11.8619
42680,322.1874,11.5777
42606,570.355,10.2385
52181,370.0521,14.2226
1186,556.442,3.1685
7144,309.1487,3.7223
55673,84.0444,15.6229
40792,1020.3502,11.1283
4519,899.6029,2.9363
37527,381.0859,10.7148
70756,574.6381,21.3666
5616,739.511,3.0463
3183,521.1183,2.9203
52663,396.0188,14.9333
27691,366.2419,7.8135
29806,413.1017,8.3066
17127,360.1952,4.8022
3434,1042.7039,2.9658
46096,457.2143,12.5814
33934,385.9844,8.4249
71897,380.0838,22.7232
59162,424.9688,16.5516
3761,1052.3659,2.8937
57819,185.9902,16.6151
6745,806.5684,3.249
3157,556.1732,2.8384
59776,335.0939,17.2459
2856,433.1856,2.9115
59210,826.7397,19.147
19399,385.2068,5.3283
6207,663.2774,3.1894
52872,390.0105,14.8045
62980,848.7312,18.1528
46777,106.0862,11.5986
72367,280.1245,23.4519
4025,512.416,3.1481
55416,527.1584,16.8378
61322,518.0363,17.8144
16015,1287.7132,3.6436
13259,833.5593,3.0673
38831,228.1343,10.1984
8725,353.2433,3.5227
70376,648.59,21.1821
57126,220.0669,16.3476
40569,783.2456,11.1012
56608,330.9366,16.2754
15716,1235.8442,3.0485
47022,301.1112,12.8274
21474,476.3066,4.2887
4173,869.3824,3.0172
38947,144.1018,10.59
8238,209.19,3.5273
63821,943.6931,19.1754
19649,362.1299,5.5491
3830,887.5621,2.9441
26543,438.2266,7.8014
59327,342.1461,16.8528
1916,1442.9143,2.9313
56499,150.0761,16.26
70359,590.612,21.369
69917,834.4981,21.0946
63180,750.7343,19.4686
46092,317.0804,12.7274
65174,340.882,19.1407
70237,1050.3752,20.9994
3801,984.6802,3.0402
3603,577.3851,3.0764
53827,578.2273,15.28
29926,1634.8082,8.5801
72088,600.9696,22.789
58744,629.0256,15.6226
26720,652.2212,7.784
30618,393.2859,8.5675
19967,477.2708,5.7494
61795,368.8522,18.3431
23790,171.1855,6.3203
